Time [s],PL [hPa],TL [C],PC [hPa],TC [C],PR [hPa],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AXEarth [m/s2],AYEarth [m/s2],AZEarth [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
84.712,1004.5,7.41,1001.3,8.45,1006,8.85,300.62,-61,-179.75,-0.44122,0.42468,-0.74951,-0.25134,53.062,7.75,15,-6.64,-3.79,-3.28,-2.7511,6.9511,2.5422,0,0,0,0
84.722,1004.3,7.41,1001,8.45,1005.8,8.88,296.81,-60.5,-175.94,-0.42981,0.42255,-0.75299,-0.26404,53.062,7.75,15,-6.55,-3.34,-3.52,-2.6489,3.4667,2.4344,0,0,0,0
84.732,1004.2,7.41,1000.8,8.45,1005.6,8.88,293.12,-59.688,-172.5,-0.41711,0.42102,-0.7569,-0.27533,53.062,7.75,15,-6.55,-3.14,-3.68,-2.5589,5.1422,2.3078,0,0,0,0
84.743,1004,7.41,1000.3,8.45,1005.6,8.88,289.44,-58.562,-169.44,-0.40314,0.42029,-0.76129,-0.2851,53.062,7.75,15,-6.56,-2.91,-4.08,-2.4756,6.8,2.1744,0,0,0,0
84.753,1004,7.41,999.92,8.45,1005.6,8.88,285.75,-57.188,-166.75,-0.38788,0.42029,-0.76599,-0.29346,53.062,7.75,15,-6.57,-2.79,-4.28,-2.4122,2.1067,2.05,0,0,0,0
84.763,1004,7.41,1000.4,8.45,1005.4,8.88,282,-55.625,-164.44,-0.37122,0.42096,-0.77112,-0.3006,53.25,-0.875,18.688,-6.49,-2.71,-4.44,-2.3667,0.62722,1.9444,0,0,0,0
84.773,1003.7,7.41,1000.5,8.45,1005.2,8.88,278.06,-53.812,-162.44,-0.35327,0.42236,-0.77643,-0.30652,53.25,-0.875,18.688,-6.41,-2.55,-4.67,-2.3222,0.72306,1.8522,0,0,0,0
84.783,1003.6,7.41,999.82,8.45,1005,8.88,274,-51.812,-160.75,-0.33405,0.42426,-0.78198,-0.31134,53.25,-0.875,18.688,-6.17,-2.17,-5.08,-2.2833,0.81472,1.7767,0,0,0,0
84.794,1003.4,7.41,1000.1,8.45,1004.9,8.88,269.69,-49.688,-159.25,-0.31354,0.42676,-0.78766,-0.315,53.25,-0.875,18.688,-6.01,-1.94,-5.32,-2.2311,0.9025,1.6944,0,0,0,0
84.804,1003.3,7.41,1000.1,8.45,1004.7,8.88,265.19,-47.375,-158.06,-0.29193,0.42975,-0.79333,-0.31738,53.25,-0.875,18.688,-5.89,-1.67,-5.57,-2.1622,0.98556,1.6033,0,0,0,0
84.814,1003.3,7.41,1000.4,8.45,1004.4,8.88,260.44,-44.875,-157.06,-0.26935,0.43329,-0.79895,-0.31842,51,-8.375,24.75,-5.75,-1.44,-5.87,-2.0544,1.0642,1.49,0,0,0,0
84.824,1003.4,7.41,1000.4,8.45,1004.4,8.88,255.44,-42.312,-156.31,-0.24603,0.43738,-0.80444,-0.31793,51,-8.375,24.75,-5.56,-0.92,-6.68,-1.9133,1.1381,1.3556,0,0,0,0
84.834,1003.2,7.41,1000.1,8.45,1004.5,8.88,250.19,-39.688,-155.75,-0.22205,0.44196,-0.80969,-0.31586,51,-8.375,24.75,-5.45,-0.73,-7.11,-1.7378,1.2078,1.2056,0,0,0,0
84.845,1003.2,7.41,1000,8.45,1004.4,8.88,302.44,-36.938,-155.44,-0.19757,0.44708,-0.8147,-0.31201,51,-8.375,24.75,-5.34,-0.63,-7.58,-1.5322,1.275,1.0311,0,0,0,0
84.855,1003.2,7.41,999.72,8.45,1004.4,8.88,302.12,-34.062,-155.31,-0.17273,0.45276,-0.81927,-0.30646,51,-8.375,24.75,-5.25,-0.56,-8.02,-1.3144,1.3364,0.85778,0,0,0,0
84.865,1003.3,7.41,1000.3,8.45,1004.2,8.88,301.69,-31.125,-155.25,-0.14758,0.45892,-0.82343,-0.29926,44.188,-16.562,35.25,-4.84,-0.62,-8.81,-1.11,1.3936,0.69,0,0,0,0
84.875,1003.4,7.41,999.32,8.45,1004.1,8.88,301.25,-28.188,-155.38,-0.12213,0.46545,-0.82703,-0.29065,44.188,-16.562,35.25,-4.5,-0.64,-9.12,-0.94222,1.4425,0.56222,0,0,0,0
84.885,1003.3,7.41,999.32,8.45,1004.1,8.88,300.69,-25.125,-155.5,-0.096252,0.47211,-0.83002,-0.28088,44.188,-16.562,35.25,-4.09,-0.67,-9.35,-0.81889,0.37201,0.46444,0,0,0,0
84.896,1003.4,7.41,999.52,8.45,1004,8.88,300.12,-22,-155.56,-0.069946,0.47876,-0.8324,-0.2702,44.188,-16.562,35.25,-3.58,-0.59,-9.53,-0.74111,0.38097,0.40111,0,0,0,0
84.906,1003.3,7.41,999.62,8.45,1003.5,8.88,299.56,-18.875,-155.69,-0.043457,0.48535,-0.83398,-0.25879,44.188,-16.562,35.25,-2.4,-0.33,-9.71,-0.67778,0.38674,0.35111,0,0,0,0
84.916,1003.3,7.41,999.42,8.45,1003.4,8.88,299,-15.688,-155.75,-0.017029,0.49176,-0.8349,-0.2467,32.875,-18.688,44.188,-1.82,-0.13,-9.82,-0.59444,0.38993,0.29667,0,0,0,0
84.926,1003.3,7.41,998.92,8.45,1003.2,8.88,298.38,-12.562,-155.81,0.0090332,0.49792,-0.83502,-0.23389,32.875,-18.688,44.188,-1.23,0.02,-9.96,-0.46333,0.38944,0.23778,0,0,0,0
84.937,1003.4,7.41,998.42,8.45,1003.1,8.88,297.75,-9.4375,-155.88,0.034485,0.50385,-0.83447,-0.22034,32.875,-18.688,44.188,-0.65,0.13,-10.25,-0.29333,0.38667,0.17889,0,0,0,0
84.947,1003.4,7.41,999.32,8.45,1003,8.88,297.06,-6.375,-156,0.05896,0.50952,-0.83337,-0.20599,32.875,-18.688,44.188,0.51,0.3,-10.75,-0.084444,0.38076,0.12889,0,0,0,0
84.957,1003.5,7.41,998.62,8.45,1002.9,8.88,296.44,-3.375,-156.19,0.082214,0.51483,-0.83173,-0.19092,32.875,-18.688,44.188,1.02,0.34,-11.05,0.13667,0.092917,0.086667,0,0,0,0
84.967,1003.5,7.41,998.82,8.45,1002.8,8.88,295.81,-0.5,-156.44,0.10413,0.51971,-0.82965,-0.17535,18,-19.688,53.188,1.57,0.37,-11.29,0.36,0.090069,0.061111,0,0,0,0
84.977,1003.6,7.41,998.92,8.45,1002.7,8.88,295.25,2.1875,-156.75,0.12451,0.52423,-0.82721,-0.1593,18,-19.688,53.188,2.1,0.38,-11.49,0.57667,0.086354,0.048889,0,0,0,0
84.988,1003.6,7.41,999.32,8.45,1002.6,8.88,294.69,4.8125,-157.12,0.14313,0.52832,-0.82458,-0.14307,18,-19.688,53.188,3.14,0.38,-11.84,0.78889,0.081997,0.056667,0,0,0,0
84.998,1003.6,7.41,998.62,8.45,1002.6,8.88,294.19,7.3125,-157.5,0.15997,0.5318,-0.8219,-0.12677,18,-19.688,53.188,3.66,0.38,-11.95,0.98222,0.076875,0.091111,0,0,0,0
85.008,1003.7,7.41,998.42,8.45,1002.4,8.88,293.69,9.6875,-158.06,0.17487,0.53467,-0.81934,-0.1106,18,-19.688,53.188,4.15,0.37,-12.02,1.16,0.28444,0.15333,0,0,0,0
85.018,1003.7,7.41,998.82,8.45,1002.3,8.88,293.38,11.812,-158.62,0.18781,0.53687,-0.81702,-0.094727,3.5625,-20,58.188,4.6,0.36,-12.07,1.3089,0.25944,0.24889,0,0,0,0
85.029,1003.8,7.41,998.42,8.45,1002.2,8.88,293.06,13.75,-159.25,0.19867,0.53827,-0.81512,-0.079407,3.5625,-20,58.188,5.42,0.28,-12.11,1.4233,0.2316,0.36556,0,0,0,0
85.051,1003.8,7.41,998.22,8.45,1002,8.88,292.94,15.5,-160,0.21423,0.53845,-0.81335,-0.051025,3.5625,-20,58.188,5.74,0.26,-12.07,1.5111,0.80806,0.51778,0,0,0,0
85.061,1003.8,7.41,999.02,8.45,1002,8.88,293.12,18.312,-161.69,0.21881,0.53705,-0.81378,-0.03833,3.5625,-20,58.188,6.44,0.17,-12,1.5978,0.54583,0.91333,0,0,0,0
85.072,1003.7,7.41,998.62,8.45,1002.1,8.88,293.44,19.375,-162.69,0.22107,0.53455,-0.81525,-0.026794,-8.6875,-15.5,58.75,7.08,0.04,-11.9,1.6222,1.6156,1.1467,0,0,0,0
85.082,1003.8,7.41,999.12,8.45,1002,8.88,294.69,20.562,-165,0.21851,0.52637,-0.82166,-0.0072632,-8.6875,-15.5,58.75,7.34,-0.06,-11.85,1.6478,1.5778,1.6311,0,0,0,0
85.093,1003.7,7.41,998.92,8.45,1002,8.88,295.56,20.688,-166.25,0.2135,0.52081,-0.82654,0.00048828,-8.6875,-15.5,58.75,7.56,-0.22,-11.77,1.6489,0.96889,1.8544,0,0,0,0
85.103,1003.7,7.41,998.82,8.45,1002,8.88,296.56,20.438,-167.62,0.20593,0.51428,-0.83252,0.006897,-8.6875,-15.5,58.75,7.71,-0.37,-11.66,1.6489,3.5467,2.0678,0,0,0,0
85.113,1003.6,7.41,999.02,8.45,1001.9,8.88,297.69,19.875,-169.06,0.19574,0.50696,-0.83936,0.011963,-8.6875,-15.5,58.75,7.78,-0.73,-11.43,1.6489,3.5467,2.0678,0,0,0,0
85.123,1003.6,7.41,998.82,8.45,1002,8.88,299,19,-170.5,0.18292,0.49884,-0.84705,0.015808,-13.25,-10.75,59.875,7.71,-0.92,-11.38,1.6622,6.1111,2.2644,0,0,0,0
85.134,1003.6,7.41,999.12,8.45,1002,8.88,300.38,17.688,-172,0.16754,0.48999,-0.85529,0.018555,-13.25,-10.75,59.875,7.56,-1.12,-11.29,1.7378,2.7378,2.5956,0,0,0,0
85.144,1003.5,7.41,998.62,8.45,1002.1,8.88,301.81,16.125,-173.5,0.14972,0.48059,-0.86383,0.020386,-13.25,-10.75,59.875,7.33,-1.39,-11.26,1.8011,3.2889,2.7156,0,0,0,0
85.155,1003.3,7.41,998.62,8.45,1002.1,8.88,303.31,14.188,-174.94,0.12952,0.47064,-0.8725,0.021301,-13.25,-10.75,59.875,6.66,-1.85,-11.12,1.8622,3.8067,2.8,0,0,0,0
85.165,1003.2,7.41,998.82,8.45,1002.2,8.88,304.81,12,-176.38,0.10718,0.46039,-0.88098,0.021362,-11.375,-4.25,59.5,6.21,-2.04,-11.06,1.9078,4.28,2.8256,0,0,0,0
85.175,1003.1,7.41,998.62,8.45,1002.3,8.88,306.25,9.5,-177.75,0.083008,0.44989,-0.88898,0.020569,-11.375,-4.25,59.5,5.05,-2.32,-10.78,1.9267,4.6967,2.8044,0,0,0,0
85.185,1003.1,7.41,998.22,8.45,1002.3,8.88,307.75,6.8125,-179,0.057251,0.43939,-0.89624,0.018982,-11.375,-4.25,59.5,3.81,-2.51,-10.5,1.9178,5.05,2.7433,0,0,0,0
85.196,1003,7.41,999.32,8.45,1002.6,8.88,309.12,3.9375,179.75,0.030396,0.42889,-0.90265,0.016541,-11.375,-4.25,59.5,3.14,-2.56,-10.26,1.88,5.3322,2.6478,0,0,0,0
85.206,1002.9,7.41,999.12,8.45,1002.5,8.88,310.44,0.875,178.69,0.0026245,0.41864,-0.90808,0.013367,-11.375,-4.25,59.5,2.47,-2.62,-9.98,1.8122,5.5556,2.5189,0,0,0,0
85.216,1002.9,7.41,998.52,8.45,1002.7,8.88,311.69,-2.1875,177.81,-0.025574,0.40863,-0.91229,0.0093994,-2.25,0.75,58.062,1.82,-2.63,-9.72,1.71,5.72,2.3589,0,0,0,0
85.226,1002.8,7.41,998.52,8.45,1002.7,8.88,312.88,-5.4375,177,-0.053955,0.39905,-0.91534,0.0047607,-2.25,0.75,58.062,0.53,-2.61,-9.1,1.5911,5.8211,2.1844,0,0,0,0
85.236,1002.7,7.41,998.62,8.45,1002.7,8.88,313.88,-8.6875,176.31,-0.082214,0.39001,-0.91711,-0.00061035,-2.25,0.75,58.062,-0.13,-2.58,-8.68,1.4511,1.4664,1.9822,0,0,0,0
85.247,1002.6,7.41,999.12,8.45,1002.8,8.88,314.81,-11.938,175.75,-0.10999,0.38177,-0.91766,-0.0065918,-2.25,0.75,58.062,-0.56,-2.54,-8.3,1.2633,1.4614,1.7378,0,0,0,0
85.257,1002.6,7.41,998.82,8.45,1002.7,8.88,315.56,-15.125,175.31,-0.13696,0.37421,-0.91705,-0.013245,-2.25,0.75,58.062,-0.98,-2.48,-8,1.0589,1.4436,1.5233,0,0,0,0
85.267,1002.5,7.41,999.02,8.45,1002.7,8.88,316.25,-18.25,175,-0.16302,0.36731,-0.91547,-0.020447,13.688,2.6875,53.062,-1.67,-2.44,-7.32,0.84889,1.4153,1.3411,0,0,0,0
85.277,1002.5,7.41,998.82,8.45,1002.7,8.88,316.81,-21.25,174.81,-0.18787,0.36102,-0.91302,-0.028198,13.688,2.6875,53.062,-1.93,-2.41,-7,0.63778,1.3758,1.1844,0,0,0,0
85.287,1002.4,7.41,998.52,8.45,1002.7,8.88,317.31,-24.25,174.69,-0.21155,0.35522,-0.90979,-0.036438,13.688,2.6875,53.062,-2.18,-2.33,-6.71,0.42889,1.3347,1.0578,0,0,0,0
85.298,1002.4,7.41,998.62,8.45,1002.7,8.88,317.75,-27.062,174.69,-0.23401,0.34979,-0.90601,-0.045105,13.688,2.6875,53.062,-2.36,-2.3,-6.41,0.22444,1.2883,0.97,0,0,0,0
85.308,1002.5,7.41,998.82,8.45,1002.8,8.88,318.12,-29.812,174.81,-0.25507,0.34454,-0.90186,-0.054199,13.688,2.6875,53.062,-2.68,-2.29,-5.91,0.041111,1.2367,0.93444,0,0,0,0
85.318,1002.4,7.41,998.72,8.45,1002.9,8.88,318.56,-32.375,175.06,-0.27484,0.33936,-0.8974,-0.063538,28.5,3.25,44.75,-2.83,-2.29,-5.72,-0.11778,1.1817,0.94333,0,0,0,0
85.328,1002.6,7.41,998.32,8.45,1003,8.88,318.94,-34.875,175.44,-0.29327,0.33405,-0.89276,-0.073242,28.5,3.25,44.75,-2.94,-2.37,-5.44,-0.26222,1.1269,0.98667,0,0,0,0
85.338,1002.6,7.41,999.22,8.45,1003.1,8.88,319.38,-37.25,175.94,-0.31036,0.32861,-0.88812,-0.08313,28.5,3.25,44.75,-3.02,-2.4,-5.17,-0.39111,1.0706,1.0433,0,0,0,0
85.349,1002.6,7.41,999.12,8.45,1003.2,8.88,319.81,-39.5,176.56,-0.32623,0.32306,-0.88348,-0.09314,28.5,3.25,44.75,-3.04,-2.51,-4.62,-0.50111,1.0158,1.0944,0,0,0,0
85.359,1002.6,7.41,999.32,8.45,1003.3,8.88,320.25,-41.625,177.31,-0.34088,0.31738,-0.87885,-0.10321,28.5,3.25,44.75,-3.1,-2.59,-4.37,-0.57444,0.95944,1.1333,0,0,0,0
85.369,1002.5,7.41,998.82,8.45,1003.3,8.88,320.69,-43.625,178.12,-0.35443,0.31177,-0.87433,-0.11304,39,2.75,36.188,-3.19,-2.64,-4.19,-0.60889,0.9025,1.1478,0,0,0,0
85.379,1002.6,7.41,998.52,8.45,1003.5,8.88,323,-45.5,179.06,-0.36688,0.30603,-0.86987,-0.12262,39,2.75,36.188,-3.27,-2.6,-4.08,-0.62333,0.84667,1.1878,0,0,0,0
85.389,1002.5,7.41,998.72,8.45,1003.5,8.88,321.5,-47.188,-179.81,-0.37823,0.30005,-0.86572,-0.13202,39,2.75,36.188,-3.58,-2.49,-3.96,-0.63556,0.79167,1.2611,0,0,0,0
85.4,1002.5,7.41,998.72,8.45,1003.7,8.88,320,-48.812,-178.62,-0.38861,0.2937,-0.86182,-0.14124,39,2.75,36.188,-3.77,-2.46,-3.88,-0.62778,0.73694,1.3511,0,0,0,0
85.41,1002.5,7.41,998.92,8.45,1003.5,8.88,318.62,-50.25,-177.38,-0.39789,0.28717,-0.85834,-0.15009,39,2.75,36.188,-3.95,-2.4,-3.85,-0.59444,0.67778,1.4222,0,0,0,0
85.42,1002.5,7.41,999.32,8.45,1003.5,8.88,317.38,-51.562,-176,-0.40613,0.28033,-0.85522,-0.15839,45.25,-0.1875,28.25,-4.33,-2.29,-3.78,-0.53444,0.61583,1.4778,0,0,0,0
85.43,1002.7,7.41,999.92,8.45,1003.4,8.88,316.19,-52.688,-174.56,-0.41327,0.27344,-0.8526,-0.16608,45.25,-0.1875,28.25,-4.42,-2.25,-3.74,-0.45333,0.54972,1.5056,0,0,0,0
85.441,1002.7,7.41,999.32,8.45,1003.5,8.88,315.12,-53.625,-173.12,-0.41937,0.26654,-0.8504,-0.17291,45.25,-0.1875,28.25,-4.53,-2.21,-3.78,-0.35667,1.9189,1.4989,0,0,0,0
85.451,1002.8,7.41,999.22,8.45,1003.5,8.88,314.25,-54.375,-171.75,-0.42438,0.25983,-0.84875,-0.17889,45.25,-0.1875,28.25,-4.67,-2.19,-3.76,-0.25222,1.6233,1.4511,0,0,0,0
85.461,1003,7.41,999.02,8.45,1003.5,8.88,313.5,-55,-170.5,-0.42828,0.25348,-0.84766,-0.18384,45.25,-0.1875,28.25,-4.97,-2.17,-3.88,-0.14889,1.3078,1.3622,0,0,0,0
85.472,1003.2,7.41,998.92,8.45,1003.5,8.88,312.94,-55.375,-169.38,-0.43109,0.24774,-0.84705,-0.18768,50.875,-5.0625,23.25,-5.11,-2.15,-3.96,-0.043333,0.98111,1.2333,0,0,0,0
85.482,1003.4,7.41,999.52,8.45,1003.6,8.88,312.5,-55.625,-168.5,-0.43341,0.23871,-0.84766,-0.19147,50.875,-5.0625,23.25,-5.23,-2.13,-4.1,0.077778,0.63667,1.0589,0,0,0,0
85.492,1003.7,7.41,1000.1,8.45,1003.6,8.88,312.31,-55.688,-167.94,-0.43292,0.2359,-0.84875,-0.1911,50.875,-5.0625,23.25,-5.44,-2.1,-4.3,0.20889,1.1067,0.83333,0,0,0,0
85.503,1003.9,7.41,999.62,8.45,1003.6,8.88,312.31,-55.562,-167.69,-0.43121,0.2345,-0.85052,-0.18903,50.875,-5.0625,23.25,-5.97,-2.09,-4.7,0.34667,1.5822,0.54556,0,0,0,0
85.513,1004.2,7.41,999.72,8.45,1004,8.88,312.62,-55.25,-167.88,-0.43121,0.2345,-0.85052,-0.18903,50.875,-5.0625,23.25,-6.29,-2.15,-4.95,0.48222,0.1275,0.20556,0,0,0,0
85.523,1004.4,7.41,1000.9,8.45,1004.4,8.88,313.19,-54.75,-168.5,-0.42816,0.2348,-0.85278,-0.18506,51.875,-7.6875,22.688,-6.56,-2.21,-5.24,0.62,-0.23917,-0.17778,0,0,0,0
85.534,1004.6,7.41,1001.1,8.45,1005.2,8.88,315.44,-53.125,-171.12,-0.41779,0.24103,-0.85913,-0.17102,51.875,-7.6875,22.688,-6.82,-2.27,-5.64,0.76556,-1.43,-0.60333,0,0,0,0
85.544,1004.9,7.41,1001.2,8.45,1005.6,8.88,317.19,-51.938,-173,-0.41034,0.24707,-0.86304,-0.16058,51.875,-7.6875,22.688,-7.2,-2.5,-6.73,0.92889,-1.9333,-1.06,0,0,0,0
85.554,1005.4,7.41,1002.6,8.45,1006.4,8.88,319.56,-50.438,-175.31,-0.40118,0.255,-0.86731,-0.14764,51.875,-7.6875,22.688,-7.35,-2.67,-7.47,1.1167,-0.61083,-1.5367,0,0,0,0
85.565,1006.2,7.41,1003.1,8.45,1007.1,8.88,319.56,-50.438,-175.31,-0.40118,0.255,-0.86731,-0.14764,51.875,-7.6875,22.688,-7.44,-2.9,-8.24,1.3344,-2.9689,-2.0289,0,0,0,0
85.575,1006.9,7.41,1003.9,8.45,1007.7,8.88,322.56,-48.625,-177.94,-0.37781,0.27643,-0.87628,-0.11383,51.188,-7,24.75,-7.5,-3.18,-9.14,1.57,-3.4956,-2.5333,0,0,0,0
85.585,1007.5,7.41,1003.8,8.45,1008.1,8.88,323.56,-43.875,176.25,-0.3634,0.28955,-0.88062,-0.092957,51.188,-7,24.75,-7.33,-4.03,-10.67,2.0756,-4.5322,-3.4856,0,0,0,0
85.596,1008.1,7.41,1005,8.45,1008.6,8.88,322.06,-41,173.25,-0.34717,0.30377,-0.88452,-0.069397,51.188,-7,24.75,-7.01,-4.49,-11.24,2.3589,-5.0211,-3.8833,0,0,0,0
85.606,1008.6,7.41,1005.7,8.45,1009,8.88,320.5,-37.688,170.31,-0.32922,0.31866,-0.88782,-0.043335,51.188,-7,24.75,-6.54,-5.01,-11.71,2.6756,-5.4622,-4.2178,0,0,0,0
85.616,1009,7.41,1006.1,8.45,1009.5,8.88,318.88,-34.125,167.38,-0.30994,0.33368,-0.89014,-0.014771,51.188,-7,24.75,-5.87,-5.5,-12.13,2.6756,-5.4622,-4.2178,0,0,0,0
85.627,1009.6,7.41,1006.7,8.45,1010,8.88,317.31,-30.312,164.5,-0.28955,0.34808,-0.89148,0.015991,46.875,-0.5,31.25,-4.17,-6.58,-12.51,3.3967,-6.1178,-4.5589,0,0,0,0
85.637,1010.4,7.41,1007.2,8.45,1010.4,8.88,315.88,-26.312,161.75,-0.26843,0.36133,-0.89166,0.048584,46.875,-0.5,31.25,-3.18,-7.13,-12.51,3.7667,-6.3156,-4.5256,0,0,0,0
85.648,1010.8,7.41,1007.5,8.45,1010.8,8.88,314.56,-22.25,159,-0.24713,0.37262,-0.89069,0.082397,46.875,-0.5,31.25,-2.18,-7.64,-12.38,4.1,-6.4067,-4.3356,0,0,0,0
85.658,1011.1,7.41,1006.9,8.45,1011.1,8.88,313.5,-18.188,156.38,-0.22614,0.38159,-0.88861,0.11688,46.875,-0.5,31.25,0.37,-8.89,-11.14,4.3833,-6.3867,-3.9989,0,0,0,0
85.668,1010.4,7.41,1008.4,8.45,1011.3,8.88,313,-14.5,153.75,-0.20728,0.38538,-0.88641,0.15106,32.375,14.375,38.75,0.37,-8.89,-11.14,4.7567,-6.0678,-2.9778,0,0,0,0
85.679,1010.3,7.41,1007.9,8.45,1011.1,8.88,312.44,-10.812,151.19,-0.18817,0.38861,-0.88281,0.185,32.375,14.375,38.75,1.38,-9.36,-9.71,4.7567,-6.0678,-2.9778,0,0,0,0
85.689,1010.3,7.43,1007.1,8.45,1010.7,8.88,312.56,-7.8125,148.62,-0.17255,0.38611,-0.87982,0.21692,32.375,14.375,38.75,1.71,-9.43,-8.96,4.88,-1.3728,-1.6622,0,0,0,0
85.699,1010.8,7.43,1007.1,8.46,1010.6,8.88,313,-5.125,146.12,-0.15875,0.38068,-0.87677,0.24725,32.375,14.375,38.75,2.02,-9.32,-7.66,4.8344,-1.2911,-0.97556,0,0,0,0
85.709,1010.1,7.43,1006.7,8.46,1010.6,8.91,313.81,-2.875,143.69,-0.14673,0.37262,-0.87384,0.2757,32.375,14.375,38.75,2.05,-9.29,-7,4.7022,-0.30153,-0.31333,0,0,0,0
85.719,1009.2,7.43,1005.5,8.46,1009.7,8.91,314.81,-1.0625,141.25,-0.13635,0.36218,-0.87115,0.30212,12.75,29.25,38.5,1.99,-9.15,-6.16,4.5322,0.28132,0.28556,0,0,0,0
85.73,1008.7,7.43,1005.8,8.46,1009.5,8.91,316.12,0.375,138.88,-0.12769,0.34973,-0.86865,0.32678,12.75,29.25,38.5,1.72,-8.79,-5.38,4.3722,1.0483,0.83,0,0,0,0
85.74,1010.2,7.43,1007,8.46,1009.5,8.91,317.62,1.4375,136.56,-0.12042,0.33539,-0.86646,0.34967,12.75,29.25,38.5,1.25,-7.95,-4.96,4.1922,0.98417,1.3444,0,0,0,0
85.75,1009.5,7.43,1007.1,8.46,1009,8.91,145.69,2.1875,134.38,-0.11426,0.31958,-0.86469,0.37042,12.75,29.25,38.5,1.36,-7.99,-4.85,3.8811,0.92917,1.7844,0,0,0,0
85.76,1002.7,7.43,1001,8.46,1003.4,8.91,148.75,2.6875,132.44,-0.10858,0.30292,-0.86334,0.38873,12.75,29.25,38.5,1.48,-7.86,-4.26,3.4578,3.5244,2.0633,0,0,0,0
85.77,1001.1,7.43,1000.6,8.46,1009.8,8.91,151.38,3.0625,130.62,-0.10327,0.28601,-0.8623,0.40491,2.1875,39.875,32.75,1.53,-7.48,-3.6,3.0689,3.3567,2.1922,0,0,0,0
85.781,997.83,7.43,1005.8,8.46,1013.8,8.91,153.75,3.375,129.25,-0.097351,0.2713,-0.86169,0.4176,2.1875,39.875,32.75,3.24,-8.14,-4.05,2.3222,0.77167,1.8533,0,0,0,0
85.791,1014.1,7.43,1012.2,8.46,1006.8,8.91,156.25,3.8125,128.56,-0.089172,0.26038,-0.8623,0.42505,2.1875,39.875,32.75,3.97,-12.08,-7.43,1.0533,0.71778,1.1522,0,0,0,0
85.801,1014.9,7.43,1002.3,8.46,1009.6,8.91,159.12,4.5625,128.94,-0.078186,0.25366,-0.86542,0.42493,2.1875,39.875,32.75,1.99,-9.53,-4.89,-0.77778,0.16556,0.4,0,0,0,0
85.811,1006.9,7.43,1004.8,8.46,1008.5,8.91,162.12,5.375,129.62,-0.066284,0.24866,-0.86938,0.42181,2.1875,39.875,32.75,0.4,-6.83,-2.07,-1.4689,0.039288,0.11889,0,0,0,0
85.821,1007,7.43,1006.4,8.46,1008,8.91,165.12,6.1875,130.38,-0.054565,0.24402,-0.87323,0.41821,0.0625,45.5,25.5,0.81,-6.88,-1.76,-1.5556,0.037813,0.05,0,0,0,0
85.832,1010.4,7.43,1004.5,8.46,1009,8.91,168.12,7.0625,131.12,-0.042908,0.24005,-0.87689,0.41418,0.0625,45.5,25.5,0.78,-6.87,-1.66,-1.6144,-0.036424,-0.058889,0,0,0,0
85.842,1009.1,7.43,1006.4,8.46,1008.5,8.91,171.25,7.9375,131.94,-0.031311,0.23657,-0.88043,0.40979,0.0625,45.5,25.5,0.64,-6.98,-1.74,-1.67,-0.1409,-0.14667,0,0,0,0
85.852,1005.6,7.43,1004.8,8.46,1008.5,8.91,174.38,8.8125,132.75,-0.019836,0.23334,-0.88385,0.40485,0.0625,45.5,25.5,0.67,-7.12,-2.03,-1.7622,-0.13625,-0.19222,0,0,0,0
85.862,1006.2,7.43,1004.6,8.46,1007.1,8.91,177.56,9.6875,133.69,-0.0084839,0.23053,-0.88733,0.39935,0.0625,45.5,25.5,0.91,-7.14,-1.77,-1.8656,-0.1309,-0.25333,0,0,0,0
85.872,1007.5,7.43,1003.8,8.46,1007.1,8.91,180.75,10.562,134.56,0.0026245,0.22821,-0.89056,0.39343,-2.5,45.25,28.5,0.91,-6.85,-1.88,-1.91,-0.49833,-0.33333,0,0,0,0
85.883,1007.4,7.43,1003.7,8.46,1007,8.91,184,11.5,135.56,0.01355,0.22644,-0.89368,0.38721,-2.5,45.25,28.5,1.04,-6.79,-2.2,-1.9567,-0.47333,-0.41889,0,0,0,0
85.9,1008.4,7.43,1003.4,8.46,1006.8,8.91,331.75,12.375,136.56,0.024414,0.22522,-0.89667,0.38037,-2.5,45.25,28.5,1.06,-6.86,-2.22,-2.0467,-1.8033,-0.53444,0,0,0,0
85.91,1007.4,7.43,1004.3,8.46,1006.8,8.91,332,14.25,138.75,0.046143,0.22455,-0.90228,0.36511,-2.5,45.25,28.5,0.68,-6.69,-2.39,-2.2233,-1.6689,-0.76667,0,0,0,0
85.921,1006.7,7.43,1003.9,8.46,1006.9,8.91,332.06,15.25,140,0.057007,0.22491,-0.90497,0.35657,-7.0625,41.25,33.25,0.68,-6.74,-2.52,-2.3333,-1.61,-0.85333,0,0,0,0
85.931,1006.3,7.43,1003.5,8.46,1006.9,8.91,332.06,16.188,141.31,0.06781,0.22559,-0.90765,0.34729,-7.0625,41.25,33.25,0.54,-6.8,-2.56,-2.4789,-1.5367,-0.93222,0,0,0,0
85.941,1006,7.43,1002,8.46,1006.7,8.91,332,17.188,142.69,0.078552,0.22656,-0.91034,0.33728,-7.0625,41.25,33.25,0.22,-6.62,-2.56,-2.6067,-1.47,-0.97889,0,0,0,0
